Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,501,1086.2201,Success,3.45,4.66,4.38,-2.02
2,501,-750.412,OutOfBounds,9.38,4.47,37.69,8.45
3,501,-676.1233,OutOfBounds,10.29,5.93,47.42,2.58
4,502,-628.0148,OutOfBounds,9.04,1.56,45.53,3.57
5,502,-722.542,OutOfBounds,5.88,4.51,35.21,8.75
6,503,-944.8178,CeilingHit,5.62,3.77,14.13,10.78
7,503,-601.351,OutOfBounds,5.47,2.64,35.54,-3.58
8,504,-1122.3983,CeilingHit,4.24,1.52,32.67,11.05
9,504,1054.9281,Success,6.1,3.74,3.80,-3.24
10,504,-1132.5876,CeilingHit,10.58,3.88,31.24,10.27
11,505,-517.1338,OutOfBounds,8.48,5.21,35.43,-0.20
12,505,-962.6932,CeilingHit,4.9,0.76,21.44,14.69
13,505,-967.7038,CeilingHit,10.52,5.02,15.93,11.09
14,506,-1100.6673,CeilingHit,5.29,1.52,29.32,11.79
15,507,-761.8268,TimeLimit,6.84,5.47,38.30,-1.71
16,507,1097.2258,Success,2.7,5.47,5.53,-0.91
17,507,-439.2268,MissedZone,7.71,4.81,32.56,-1.80
18,508,-256.9228,MissedZone,10.95,4.11,9.66,-2.29
19,508,-876.8452,OutOfBounds,8.04,3.75,46.89,4.88
20,508,-251.6974,MissedZone,6.66,4.94,11.97,-3.73
21,509,-774.9929,OutOfBounds,3.77,6.39,37.58,8.24
22,509,-227.4639,Crash,9.18,4.47,4.14,-1.94
23,509,1024.4406,Success,7.57,5.47,4.62,-2.83
24,510,1009.3202,Success,9.46,5.17,5.34,-2.64
25,510,-417.2439,MissedZone,10.49,2.57,36.50,-6.29
26,510,-278.8094,MissedZone,7.84,4.55,11.67,-2.23
27,511,-704.2028,OutOfBounds,5.25,3.25,39.53,-2.62
28,511,-1120.4587,CeilingHit,10.76,6.31,34.86,10.98
29,512,-296.0653,MissedZone,4.6,4.96,13.18,-2.17
30,512,-549.4381,OutOfBounds,9.57,4.9,36.17,-5.16
31,513,-811.7803,OutOfBounds,4.28,5.54,41.61,8.79
32,513,-581.9321,MissedZone,6.27,2.87,31.27,-2.98
33,513,-218.8234,Crash,9.54,4.97,5.06,-6.00
34,513,-227.8348,MissedZone,5.99,2.57,10.94,-4.84
35,514,-794.7792,OutOfBounds,2.25,3.98,35.88,5.74
36,514,-519.9049,OutOfBounds,1.82,1.94,35.41,0.47
37,514,1031.4336,Success,10.01,2.02,1.34,-2.94
38,515,1022.8165,Success,5.65,4.09,0.81,-3.04
39,515,-291.2931,MissedZone,3.54,4.54,19.54,-2.58
40,515,-224.2502,MissedZone,8.37,2.44,8.72,-1.93
41,516,-446.7051,MissedZone,9.32,5.13,30.17,-4.93
42,516,-951.9446,CeilingHit,2.35,5.66,10.61,8.88
43,517,-829.0044,OutOfBounds,4.97,3.92,38.66,7.16
44,517,-542.0018,OutOfBounds,11.0,2.82,37.14,1.18
45,518,-609.3115,OutOfBounds,10.57,1.66,39.73,-0.33
46,518,-235.8508,MissedZone,6.99,2.29,12.21,-4.67
47,518,1052.6306,Success,6.26,5.18,4.85,-2.72
48,518,-1205.3543,CeilingHit,5.59,5.23,31.35,14.31
49,519,-272.7129,MissedZone,6.09,4.94,15.95,-3.05
50,519,-214.6273,Crash,5.86,4.9,0.58,-1.22
51,519,1033.3283,Success,8.49,2.92,5.12,-1.38
52,519,-191.4814,Crash,5.88,3.64,3.14,-3.56
53,519,-207.7776,Crash,8.48,2.12,4.22,-1.85
54,520,-583.4603,MissedZone,5.68,4.63,42.07,-4.21
55,520,1095.7101,Success,2.42,3.74,3.75,-1.64
56,520,-968.9391,CeilingHit,5.35,4.5,17.07,12.24
57,521,-787.5093,OutOfBounds,3.52,3.96,35.11,8.98
58,521,-688.8835,OutOfBounds,8.37,5.26,42.13,-0.06
59,522,-635.9,OutOfBounds,4.27,5.5,42.98,3.04
60,522,-228.0747,MissedZone,8.19,4.31,8.22,-2.04
61,522,-698.4771,OutOfBounds,9.34,1.62,49.23,-4.38
62,523,-283.2925,MissedZone,9.26,3.3,14.04,-3.91
63,523,-727.5272,OutOfBounds,6.17,1.63,43.61,-0.07
64,524,-560.2523,OutOfBounds,5.87,2.64,35.01,0.35
65,524,-605.9228,OutOfBounds,2.81,5.37,35.31,0.70
66,524,1100.5461,Success,2.36,4.73,4.74,-1.62
67,525,-1207.9399,CeilingHit,2.25,2.46,33.90,8.16
68,525,-244.3014,MissedZone,7.14,4.78,8.86,-2.14
69,525,-654.8663,OutOfBounds,7.07,3.22,35.20,3.11
70,526,-399.6125,TimeLimit,4.05,4.62,16.64,0.65
71,527,-1064.1276,CeilingHit,7.08,4.35,30.42,11.58
72,527,-223.6058,MissedZone,5.91,5.39,10.11,-2.24
73,527,-594.5776,OutOfBounds,11.23,3.21,35.52,-3.57
74,528,-849.1892,OutOfBounds,2.29,3.88,39.16,12.17
75,528,-1018.0297,CeilingHit,5.43,5.36,13.77,12.20
76,529,-194.8164,Crash,2.23,3.85,5.70,-1.58
77,529,-325.4485,MissedZone,4.23,2.8,24.99,-1.85
78,529,974.8636,Success,11.35,5.59,5.62,-3.01
79,530,-234.0415,Crash,10.35,3.84,6.07,-4.14
80,530,-611.0522,OutOfBounds,10.98,3.25,35.84,0.18
81,530,-215.2827,Crash,6.38,5.18,1.11,-2.13
82,531,-246.0674,MissedZone,5.37,5.1,14.70,-2.36
83,531,1037.7814,Success,6.92,3.87,4.43,-2.33
84,531,1057.4978,Success,5.12,3.84,3.08,-0.70
85,531,1054.0914,Success,4.97,3.45,4.18,-1.49
86,531,1013.9767,Success,9.14,2.44,5.66,-3.49
87,531,-226.6896,Crash,10.39,4.78,3.54,-3.87
88,532,-365.7997,MissedZone,6.83,1.42,35.11,-2.88
89,532,-220.8962,Crash,9.23,5.52,5.40,-3.60
90,532,-589.0162,OutOfBounds,3.36,5.74,36.69,1.91
91,533,-613.4719,OutOfBounds,2.19,4.72,35.04,0.77
92,533,-311.8359,MissedZone,2.24,3.26,14.02,-4.34
93,534,-210.8892,Crash,4.4,2.47,2.18,-4.08
94,534,-1061.3645,CeilingHit,2.9,3.03,26.07,10.98
95,534,-594.2931,OutOfBounds,1.87,5.63,38.90,-2.37
96,535,-332.4832,MissedZone,3.82,3.73,16.00,-1.99
97,535,-212.5949,Crash,2.45,4.27,1.69,-4.00
98,535,1088.0766,Success,2.35,3.16,3.26,-1.89
99,535,1079.7744,Success,3.88,4.67,4.60,-2.19
100,535,1073.7261,Success,4.79,2.68,3.01,-2.28
101,536,-287.079,MissedZone,1.97,2.6,23.66,-2.52
102,536,1056.4201,Success,5.48,4.56,3.89,-2.06
