Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,1121,830.7017,Success,3.5,2.86,2.99,-3.46
2,1121,836.0262,Success,3.45,2.69,2.77,-2.85
3,1121,857.29,Success,1.7,2.68,2.68,-0.28
4,1121,847.4169,Success,2.5,1.22,1.23,-1.84
5,1121,831.4141,Success,2.93,2.58,2.57,-1.62
6,1121,822.5435,Success,3.22,3.75,3.24,-1.56
7,1121,830.8878,Success,3.43,2.59,2.95,-2.71
8,1121,838.9257,Success,3.21,2.13,2.16,-2.10
9,1121,843.7988,Success,2.07,2.75,2.69,-1.08
10,1121,836.7895,Success,3.31,2.43,2.44,-2.46
11,1121,846.3643,Success,2.58,1.45,1.39,-2.43
12,1121,838.6692,Success,2.66,2.05,1.84,-1.17
13,1121,823.4271,Success,3.57,1.28,1.54,-1.45
14,1121,840.44,Success,2.48,3.42,3.33,-0.90
15,1121,837.5468,Success,2.95,3.15,3.12,-1.53
16,1121,837.8207,Success,3.24,0.15,0.50,-1.12
17,1121,838.7939,Success,3.09,0.24,0.70,-1.19
18,1121,844.2225,Success,2.24,2.52,2.51,-2.10
19,1121,829.0262,Success,2.93,0.98,1.72,-0.73
20,1121,847.9527,Success,2.18,2.88,2.91,-1.03
21,1121,854.4943,Success,1.77,4.06,4.06,-0.83
22,1121,841.8656,Success,2.66,2.24,2.22,-1.69
23,1121,832.304,Success,3.53,2.75,2.63,-3.16
24,1121,836.6832,Success,3.33,3.02,3.03,-2.98
25,1121,841.505,Success,2.36,2.51,2.81,-1.51
26,1122,-148.5215,Crash,3.22,3.19,10.40,-2.53
27,1122,842.9532,Success,2.67,2.63,2.57,-1.95
28,1122,-415.9693,OutOfBounds,2.93,3.22,21.07,-0.11
29,1122,795.4857,Success,3.25,4.0,5.84,-1.47
30,1122,824.0551,Success,2.43,3.96,3.82,-1.22
31,1122,835.3347,Success,2.76,1.86,2.17,-1.35
32,1122,836.5518,Success,2.12,2.97,2.66,-1.66
33,1122,837.4107,Success,3.07,2.19,2.39,-2.48
34,1122,850.5094,Success,1.81,3.03,2.91,-0.43
35,1122,832.2364,Success,2.8,2.06,1.66,-1.16
36,1122,805.1679,Success,1.86,1.47,3.86,-2.21
37,1122,829.0533,Success,2.61,0.77,1.68,-1.17
38,1122,839.8131,Success,2.89,1.91,2.04,-1.70
39,1122,846.0721,Success,2.26,3.63,3.64,-1.93
40,1123,-169.2511,Crash,3.41,2.47,12.19,-4.62
41,1123,839.6524,Success,3.02,1.66,1.83,-1.52
42,1123,851.8049,Success,2.11,0.65,0.63,-1.34
43,1123,832.9863,Success,1.96,2.07,1.80,-1.03
44,1123,840.4831,Success,2.71,3.13,3.08,-2.52
45,1123,840.8804,Success,3.04,1.29,1.31,-2.23
46,1123,835.9452,Success,3.18,1.29,1.08,-1.11
47,1123,818.9511,Success,2.98,2.91,2.97,-3.26
48,1123,830.5768,Success,2.88,3.59,3.72,-1.44
49,1123,-147.2928,Crash,3.59,3.37,9.10,-0.89
50,1123,839.6614,Success,3.08,2.23,2.26,-2.75
51,1123,857.29,Success,1.67,1.21,1.21,-0.03
52,1123,-347.3639,OutOfBounds,3.31,0.82,20.97,-0.34
53,1123,836.2942,Success,2.9,3.35,3.58,-1.83
54,1123,854.8042,Success,1.82,2.61,2.61,-0.70
55,1123,850.8175,Success,2.17,1.54,1.48,-2.01
56,1123,852.1859,Success,1.82,3.13,3.10,-0.54
57,1123,850.1813,Success,2.09,2.54,2.55,-1.46
58,1123,-124.2238,Crash,2.9,0.94,7.46,-2.74
59,1124,839.2358,Success,2.57,2.11,1.99,-0.72
60,1124,-532.1491,CeilingHit,3.28,3.82,13.52,4.44
61,1124,850.8319,Success,1.95,2.55,2.52,-0.41
62,1124,841.9372,Success,2.47,1.96,2.18,-1.54
63,1124,835.9408,Success,2.99,3.04,3.13,-2.35
64,1124,843.2235,Success,2.11,2.97,2.93,-1.23
65,1124,842.8715,Success,2.72,2.59,2.65,-2.50
66,1124,817.7222,Success,3.63,3.43,2.77,-3.07
67,1124,-366.6531,OutOfBounds,3.0,3.54,20.11,0.42
68,1124,-119.7803,Crash,3.27,2.48,2.48,-4.30
69,1124,834.6502,Success,2.31,2.82,2.92,-1.30
70,1124,851.0613,Success,1.97,3.7,3.75,-1.23
71,1124,838.8465,Success,3.02,2.87,2.93,-2.05
72,1124,841.7603,Success,3.27,0.45,0.54,-3.12
73,1124,827.7974,Success,3.15,2.47,1.52,-1.83
74,1124,847.8564,Success,2.26,2.56,2.60,-1.27
75,1125,-146.014,Crash,3.45,2.6,6.06,-3.90
76,1125,834.5995,Success,2.93,3.03,2.89,-2.28
77,1125,834.1938,Success,3.06,2.67,2.76,-2.23
78,1125,855.3773,Success,1.78,2.39,2.39,-0.77
79,1125,851.9436,Success,1.97,3.14,3.14,-0.99
80,1125,837.466,Success,2.87,2.61,2.67,-1.73
81,1125,845.6481,Success,2.39,3.65,3.67,-1.30
82,1125,-131.2522,Crash,3.25,2.26,4.98,-4.33
83,1125,846.8228,Success,2.5,1.94,1.94,-1.90
84,1125,847.8842,Success,1.96,2.22,2.18,-0.64
85,1125,847.3614,Success,2.15,1.07,1.09,-0.98
86,1125,819.6935,Success,3.48,1.43,2.21,-2.62
87,1125,820.3218,Success,3.24,3.54,3.35,-1.65
88,1125,854.3588,Success,1.86,2.34,2.34,-1.24
89,1125,852.1876,Success,1.86,2.48,2.43,-0.66
90,1125,841.1606,Success,2.51,3.09,3.16,-0.59
91,1125,838.362,Success,2.93,2.05,1.73,-1.28
92,1125,844.3398,Success,2.4,2.93,2.88,-1.47
93,1125,837.4167,Success,2.59,2.24,2.29,-0.94
94,1125,851.659,Success,2.03,1.78,1.79,-1.15
95,1125,855.1372,Success,1.78,2.33,2.34,-0.87
96,1125,819.631,Success,2.64,3.43,3.54,-1.84
97,1125,854.7092,Success,1.79,1.26,1.27,-0.58
98,1125,850.1011,Success,1.93,3.63,3.60,-0.54
99,1125,850.9198,Success,2.18,1.5,1.48,-2.01
100,1126,-536.6047,OutOfBounds,3.39,2.14,26.84,-2.63
101,1126,848.5395,Success,2.11,3.13,3.11,-1.04
102,1126,836.2645,Success,2.39,0.96,1.43,-1.11
103,1126,847.3932,Success,2.71,0.11,0.11,-2.70
104,1126,848.2705,Success,2.17,4.02,4.01,-1.52
105,1126,818.7556,Success,2.54,2.75,2.72,-2.94
106,1126,845.4802,Success,2.54,2.39,2.41,-1.91
107,1126,834.0936,Success,2.96,2.23,1.98,-2.23
108,1126,841.9162,Success,2.62,3.45,3.53,-1.38
109,1126,832.5184,Success,2.03,2.15,3.22,-0.52
110,1126,845.8539,Success,2.52,2.76,2.73,-1.73
111,1126,849.678,Success,1.94,1.93,1.94,-1.38
112,1126,838.6579,Success,1.95,2.91,3.03,-1.12
113,1126,837.2667,Success,2.42,2.65,2.55,-1.57
114,1126,852.7819,Success,1.96,3.33,3.32,-1.66
115,1126,844.3235,Success,2.85,0.89,0.83,-1.91
116,1126,829.8676,Success,3.58,2.45,2.56,-2.06
117,1126,837.1515,Success,3.03,2.35,2.19,-2.26
118,1126,822.314,Success,3.6,2.0,2.08,-1.90
119,1126,838.2767,Success,3.21,2.65,2.62,-2.96
120,1126,830.9814,Success,2.13,2.0,1.77,-1.06
121,1126,841.5376,Success,2.74,2.66,2.67,-1.90
122,1126,854.3214,Success,1.77,3.01,3.02,-0.41
123,1126,844.5668,Success,2.48,1.67,1.59,-1.90
124,1126,841.1647,Success,2.55,2.29,2.14,-1.29
125,1126,840.2168,Success,2.83,2.21,2.28,-1.89
126,1126,850.69,Success,1.83,1.05,1.05,-1.10
127,1126,847.2445,Success,2.36,2.23,2.22,-2.12
128,1127,820.2878,Success,3.31,1.46,2.87,-2.41
129,1127,836.6607,Success,3.57,1.32,1.34,-2.37
130,1127,840.3087,Success,2.51,3.03,2.88,-0.98
131,1127,856.0067,Success,1.73,1.25,1.26,-0.51
132,1127,857.1268,Success,1.71,1.92,1.92,-0.44
133,1127,844.9552,Success,2.59,2.43,2.52,-2.30
134,1127,828.5983,Success,3.38,1.77,1.68,-1.70
135,1127,825.0047,Success,3.07,2.32,3.45,-1.39
136,1127,849.463,Success,2.02,3.3,3.35,-1.13
137,1127,847.9544,Success,2.16,2.51,2.52,-1.03
138,1127,-127.0821,Crash,3.62,1.51,6.87,-1.78
139,1127,840.0458,Success,2.31,2.35,2.63,-1.36
140,1127,847.0495,Success,2.26,2.21,2.30,-1.14
141,1127,836.7061,Success,3.37,2.3,2.28,-2.75
142,1127,847.8409,Success,2.3,2.39,2.36,-1.47
143,1127,845.4008,Success,2.6,0.91,1.05,-1.95
144,1127,850.525,Success,2.06,2.63,2.67,-1.40
145,1127,852.6071,Success,1.86,2.61,2.61,-1.31
146,1127,836.0153,Success,3.19,2.08,2.33,-2.41
147,1127,843.2293,Success,2.39,3.61,3.72,-1.22
148,1127,843.3579,Success,2.42,2.38,2.47,-1.24
149,1127,856.3979,Success,1.74,2.81,2.81,-0.72
150,1127,834.1138,Success,2.84,3.78,3.79,-2.79
151,1127,827.112,Success,3.61,2.69,2.23,-2.15
152,1127,841.8994,Success,2.79,1.08,1.23,-1.15
153,1127,-112.6101,Crash,2.91,2.6,2.58,-3.69
154,1127,848.4309,Success,2.12,2.59,2.58,-1.44
155,1127,838.4206,Success,3.13,2.73,2.63,-2.60
156,1127,827.4076,Success,3.43,3.78,4.15,-2.75
157,1127,838.8065,Success,2.27,2.59,2.63,-1.76
158,1128,833.8903,Success,3.53,1.52,1.70,-1.98
159,1128,829.9731,Success,3.64,2.83,3.19,-1.42
160,1128,827.8942,Success,3.24,3.35,3.19,-2.95
161,1128,853.3465,Success,1.96,1.99,1.98,-1.64
162,1128,845.2159,Success,2.26,4.02,4.03,-1.37
163,1128,-188.4574,MissedZone,3.48,2.87,16.12,-3.15
164,1128,853.6019,Success,1.88,3.01,3.00,-0.95
165,1128,817.6065,Success,3.51,2.97,3.86,-1.83
166,1128,841.8014,Success,2.99,1.15,1.07,-0.75
167,1128,842.3973,Success,2.09,3.7,3.95,-0.54
168,1128,816.7776,Success,3.61,2.86,1.78,-2.47
169,1128,839.2219,Success,2.85,2.81,2.70,-1.26
170,1128,831.6773,Success,3.07,1.72,1.79,-2.14
171,1128,857.29,Success,1.68,2.54,2.54,-0.32
172,1128,850.6756,Success,2.11,2.87,2.90,-1.05
173,1128,848.2237,Success,2.23,2.96,2.94,-2.17
174,1128,843.6757,Success,2.85,1.79,1.85,-2.01
175,1128,840.8787,Success,2.92,0.65,0.60,-1.20
176,1128,849.857,Success,1.97,3.33,3.28,-0.35
177,1128,821.5801,Success,3.3,2.62,2.54,-1.95
178,1128,838.8134,Success,3.21,2.65,2.65,-3.26
179,1128,-148.2623,Crash,3.58,1.37,10.97,-3.69
180,1128,847.2725,Success,2.25,2.54,2.57,-1.04
181,1128,851.5236,Success,2.1,1.6,1.55,-1.47
182,1128,842.9893,Success,2.85,1.04,0.99,-2.07
183,1129,-114.8784,Crash,3.42,2.22,2.39,-3.68
184,1129,844.768,Success,2.49,2.29,2.32,-1.80
185,1129,846.8696,Success,2.24,1.72,1.58,-1.16
186,1129,840.4095,Success,2.45,2.17,1.74,-1.72
187,1129,843.1642,Success,2.56,3.15,3.07,-2.91
188,1129,847.0651,Success,2.3,2.46,2.52,-1.75
189,1129,843.8014,Success,2.64,2.58,2.55,-1.24
190,1129,837.1855,Success,2.81,3.17,3.06,-2.18
191,1129,847.2097,Success,2.52,1.83,1.88,-2.28
192,1129,855.7638,Success,1.77,2.78,2.78,-0.56
193,1129,840.5164,Success,3.0,2.39,2.37,-2.66
194,1129,851.1041,Success,2.27,0.24,0.25,-1.80
195,1129,834.8456,Success,3.54,1.79,1.96,-2.27
196,1129,851.1997,Success,2.0,2.13,2.11,-1.47
197,1129,849.4895,Success,2.07,2.18,2.08,-0.54
198,1129,835.9225,Success,3.25,1.79,1.95,-2.53
199,1129,850.2516,Success,2.1,2.56,2.55,-1.16
200,1129,850.6366,Success,2.12,1.78,1.80,-1.26
201,1129,-383.1662,OutOfBounds,3.26,2.65,21.45,5.60
202,1129,857.29,Success,1.67,2.28,2.27,-0.31
203,1129,835.3717,Success,3.42,1.44,1.25,-3.39
204,1129,835.5076,Success,3.11,1.22,1.24,-2.22
205,1129,830.3494,Success,2.51,2.64,2.79,-2.30
206,1129,-138.2008,Crash,3.3,3.3,8.32,-1.83
207,1129,852.9892,Success,1.98,1.53,1.53,-0.72
208,1129,846.5853,Success,2.57,1.8,1.83,-3.19
209,1129,853.4141,Success,1.95,1.55,1.56,-1.37
210,1129,847.1185,Success,2.64,1.37,1.33,-2.94
211,1129,-114.1658,Crash,2.98,3.18,3.13,-3.54
212,1129,848.8026,Success,2.4,1.41,1.42,-2.12
213,1129,838.3912,Success,3.08,2.09,2.10,-2.44
214,1129,841.0611,Success,2.8,2.96,3.00,-2.51
215,1130,840.4075,Success,2.79,2.06,2.07,-1.73
216,1130,833.225,Success,3.3,1.65,1.60,-2.42
217,1130,851.7918,Success,2.13,0.93,0.94,-2.10
218,1130,834.9179,Success,3.24,1.76,2.06,-3.32
219,1130,846.376,Success,2.6,1.59,1.60,-2.41
220,1130,847.5305,Success,2.26,2.72,2.67,-1.38
221,1130,836.8093,Success,3.02,2.82,2.78,-1.36
222,1130,827.1961,Success,3.59,2.63,2.44,-1.37
223,1130,841.2556,Success,2.74,3.06,3.09,-2.43
224,1130,841.0373,Success,3.3,0.93,0.92,-2.82
225,1130,849.9912,Success,1.9,3.15,3.15,-0.53
226,1130,847.3024,Success,2.65,1.21,1.17,-3.38
227,1130,852.9103,Success,1.92,2.59,2.63,-1.52
228,1130,825.2777,Success,3.33,3.26,2.86,-2.72
229,1130,844.1609,Success,2.51,3.04,3.02,-1.43
230,1130,857.29,Success,1.68,3.3,3.30,-0.24
231,1130,850.4908,Success,2.13,1.58,1.63,-1.65
232,1130,847.3165,Success,2.14,2.5,2.46,-1.63
233,1130,853.5009,Success,1.9,2.37,2.36,-1.06
234,1130,853.7698,Success,1.91,1.42,1.41,-0.92
235,1130,840.8161,Success,2.48,3.15,3.10,-1.66
236,1130,853.3513,Success,1.91,1.74,1.76,-0.94
237,1130,839.9429,Success,2.83,2.34,2.29,-1.61
238,1130,841.3559,Success,2.81,3.68,3.70,-2.68
