Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,1241,-135.5846,Crash,4.9,2.8,2.89,-5.00
2,1241,827.9191,Success,4.13,2.34,2.27,-2.98
3,1241,828.6542,Success,3.88,2.76,2.72,-3.38
4,1241,-128.3472,Crash,6.11,0.72,1.96,-3.01
5,1241,822.1075,Success,3.79,3.28,3.35,-2.50
6,1241,824.3235,Success,3.65,3.18,3.45,-1.98
7,1241,827.823,Success,4.23,1.08,1.05,-2.90
8,1241,-137.7983,Crash,5.42,2.61,2.51,-3.96
9,1241,824.1796,Success,3.86,2.52,2.68,-1.04
10,1241,-148.3353,Crash,6.34,2.92,3.95,-5.34
11,1241,790.5511,Success,5.96,2.71,3.76,-3.14
12,1241,-132.4974,Crash,4.87,1.95,1.86,-4.85
13,1241,-145.8133,Crash,6.62,2.57,2.71,-5.30
14,1241,-131.2645,Crash,4.55,2.05,2.20,-4.97
15,1242,821.1152,Success,4.57,1.49,1.43,-3.09
16,1242,831.8622,Success,3.74,2.44,2.44,-3.04
17,1242,842.1733,Success,2.74,0.98,1.01,-0.67
18,1242,832.4439,Success,3.76,1.37,1.26,-2.26
19,1242,842.0363,Success,2.9,1.64,1.65,-2.08
20,1242,832.9028,Success,3.64,1.58,1.71,-1.93
21,1242,813.0523,Success,5.11,3.6,3.45,-3.22
22,1242,829.673,Success,3.9,1.42,1.48,-2.73
23,1242,-132.701,Crash,5.31,1.33,1.23,-4.10
24,1242,-128.5169,Crash,4.63,1.35,1.45,-4.30
25,1242,806.1554,Success,5.68,1.51,1.34,-1.52
26,1242,-135.3359,Crash,5.14,2.38,2.45,-4.86
27,1242,810.885,Success,4.63,2.92,3.36,-0.93
28,1242,830.4622,Success,4.01,0.94,0.84,-2.67
29,1242,811.6242,Success,3.9,2.83,4.29,-1.17
30,1242,-131.556,Crash,4.71,1.9,1.93,-3.67
31,1242,-133.4551,Crash,5.33,1.65,1.71,-4.28
32,1243,830.9104,Success,3.77,0.96,1.19,-2.12
33,1243,-142.8673,Crash,6.63,2.1,2.22,-4.41
34,1243,-138.1646,Crash,5.62,2.5,2.42,-4.29
35,1243,819.1932,Success,4.16,2.55,2.67,-2.44
36,1243,810.0311,Success,5.76,0.81,1.59,-3.41
37,1243,815.3197,Success,5.01,1.85,1.68,-1.33
38,1243,825.7593,Success,4.82,0.29,0.24,-2.27
39,1243,-127.9261,Crash,5.71,0.47,1.20,-4.48
40,1243,825.6505,Success,4.03,0.84,0.69,-0.96
41,1243,-127.1444,Crash,4.3,1.52,1.41,-3.88
42,1243,-125.9489,Crash,4.36,0.83,1.00,-3.53
43,1243,-141.4462,Crash,6.5,2.17,2.33,-3.71
44,1243,-137.8806,Crash,3.77,2.58,4.03,-1.39
45,1244,816.9673,Success,4.09,2.97,2.93,-2.83
46,1244,-157.0798,Crash,6.5,0.81,6.89,-4.99
47,1244,812.7641,Success,5.44,1.77,1.91,-3.18
48,1244,817.2592,Success,4.34,1.39,1.80,-1.28
49,1244,-160.6665,Crash,6.52,2.93,5.66,-4.69
50,1244,820.8571,Success,4.41,3.32,3.44,-3.15
51,1244,797.495,Success,3.14,3.25,5.24,-1.43
52,1245,-487.1321,OutOfBounds,4.22,3.47,20.35,-0.99
53,1245,-141.2771,Crash,5.96,2.98,2.20,-5.06
54,1245,821.8152,Success,4.44,2.33,2.28,-1.09
55,1245,826.1735,Success,3.93,2.46,2.45,-2.26
56,1245,825.1112,Success,3.59,3.14,3.15,-1.91
57,1245,-185.0965,Crash,2.78,2.52,10.45,-4.03
58,1245,806.9824,Success,4.37,3.65,3.88,-0.70
59,1245,841.8239,Success,2.73,1.81,1.88,-2.80
60,1245,831.8206,Success,3.37,2.21,2.30,-2.24
61,1245,814.7955,Success,3.14,2.06,4.03,-1.61
62,1245,-135.4075,Crash,5.0,2.3,2.22,-4.01
63,1245,826.9104,Success,4.03,2.53,2.46,-2.44
64,1246,816.1523,Success,3.27,2.26,2.45,-2.07
65,1246,-137.2881,Crash,4.71,4.15,3.92,-3.66
66,1246,-150.0814,Crash,6.58,3.72,3.37,-3.92
67,1246,-142.1561,Crash,5.64,3.37,3.62,-4.09
68,1246,-130.7487,Crash,5.75,1.23,0.45,-4.17
69,1246,-133.0386,Crash,3.44,2.62,7.34,-2.32
70,1246,-130.4707,Crash,4.7,1.62,1.71,-3.92
71,1246,815.9178,Success,4.42,2.35,3.07,-1.54
72,1246,808.7905,Success,4.63,3.07,4.24,-0.96
73,1246,822.4863,Success,4.02,2.21,2.09,-2.09
74,1246,836.1741,Success,3.35,2.78,2.77,-2.78
75,1246,790.8183,Success,3.62,3.34,5.70,-0.67
76,1246,821.7284,Success,4.43,2.64,2.41,-2.53
77,1246,-139.6265,Crash,5.32,3.11,3.38,-4.21
78,1247,822.9751,Success,4.39,1.43,1.49,-1.45
79,1247,-128.9557,Crash,3.99,3.39,3.37,-4.14
80,1247,825.8422,Success,3.94,2.65,2.78,-2.84
81,1247,823.6604,Success,4.05,3.32,3.33,-2.84
82,1247,-138.8134,Crash,5.18,3.37,3.59,-3.72
83,1247,835.0152,Success,3.65,1.53,1.40,-3.16
84,1247,-126.4263,Crash,3.87,2.58,2.52,-3.53
85,1247,804.4477,Success,4.84,3.18,2.33,-2.68
86,1247,795.4353,Success,6.63,3.01,3.36,-2.98
87,1247,-144.0659,Crash,6.24,3.1,3.00,-5.51
88,1247,819.8238,Success,5.14,0.91,0.65,-3.02
89,1247,829.1487,Success,3.86,3.63,3.67,-3.05
90,1247,818.7695,Success,4.81,2.49,2.51,-3.27
91,1247,-145.6614,Crash,6.12,2.91,4.60,-3.94
92,1248,738.3949,Success,3.25,2.37,6.96,-2.30
93,1248,-136.2293,Crash,5.32,2.28,2.45,-4.39
94,1248,825.4341,Success,3.94,2.28,2.53,-1.56
95,1248,799.3212,Success,6.61,2.37,2.65,-2.62
96,1248,806.8743,Success,5.9,0.95,0.21,-2.49
97,1248,-145.4416,Crash,6.35,3.19,3.35,-4.04
98,1248,-143.6641,Crash,5.14,2.47,4.11,-4.40
99,1248,839.8107,Success,2.65,3.08,3.00,-2.08
100,1248,814.2136,Success,4.58,3.1,3.17,-1.56
101,1248,817.6621,Success,4.74,2.01,2.07,-2.98
102,1248,-124.7372,Crash,3.76,2.68,2.74,-2.00
103,1248,-132.7636,Crash,4.5,3.02,3.04,-3.72
104,1248,836.834,Success,3.04,1.24,1.43,-1.46
105,1249,821.0902,Success,4.55,1.82,1.87,-2.45
106,1249,812.6705,Success,5.33,1.87,2.32,-2.68
107,1249,-141.4552,Crash,6.17,1.94,1.74,-5.20
108,1249,-158.5247,Crash,6.44,2.46,6.33,-3.95
109,1249,-291.6232,Spin,3.52,1.51,13.95,-1.72
110,1249,-164.5179,Crash,5.98,3.01,4.35,-5.03
111,1249,796.9686,Success,6.2,1.69,0.31,-1.29
112,1250,821.7177,Success,3.34,2.31,1.14,-1.18
113,1250,806.3278,Success,6.33,1.68,1.39,-3.07
114,1250,775.3033,Success,3.13,2.1,7.07,-2.90
115,1250,815.0758,Success,4.44,2.97,2.97,-1.49
116,1250,819.2306,Success,3.47,3.63,3.71,-1.55
117,1250,-134.6996,Crash,5.19,2.44,1.69,-3.86
118,1250,817.4314,Success,4.65,2.97,2.95,-2.14
119,1250,811.3633,Success,5.37,1.42,0.52,-2.47
120,1250,-133.8984,Crash,5.8,0.74,0.78,-3.79
121,1250,777.9646,Success,3.3,2.16,4.64,-2.20
122,1251,802.8138,Success,5.5,1.01,1.32,-0.98
123,1251,811.3131,Success,4.97,2.72,3.00,-2.29
124,1251,796.2688,Success,4.68,3.25,4.03,-2.76
125,1251,814.9772,Success,3.54,3.21,3.47,-1.11
126,1251,811.0026,Success,4.98,2.96,2.88,-3.01
127,1251,827.003,Success,3.81,2.02,2.04,-1.11
128,1251,-132.6273,Crash,4.91,2.11,1.83,-3.52
129,1251,-455.9741,OutOfBounds,5.35,2.71,21.66,-1.63
130,1251,-146.6483,Crash,5.35,2.94,0.43,-4.72
131,1251,843.3222,Success,2.9,1.69,1.74,-1.93
132,1252,834.0863,Success,2.91,2.32,2.21,-1.19
133,1252,-135.7267,Crash,5.44,2.05,2.43,-4.11
134,1252,-145.9775,Crash,2.66,3.22,8.70,-2.11
135,1252,-152.6633,Crash,2.9,4.2,3.19,-3.26
136,1252,823.5092,Success,3.79,3.09,2.98,-3.00
137,1252,835.2999,Success,2.85,0.43,1.14,-1.66
138,1252,828.3302,Success,4.07,2.45,2.38,-3.03
139,1252,829.7241,Success,3.96,1.73,1.75,-2.53
140,1252,801.0826,Success,5.81,1.99,0.71,-2.35
141,1252,829.5011,Success,3.63,2.83,2.79,-2.21
142,1253,825.1564,Success,4.31,1.46,1.21,-2.54
143,1253,834.4355,Success,3.14,2.83,3.01,-1.46
144,1253,813.2366,Success,3.25,3.64,3.20,-1.32
145,1253,817.541,Success,4.74,3.27,3.49,-2.85
146,1253,-146.5867,Crash,6.05,2.8,3.48,-3.87
147,1253,-145.089,Crash,6.2,2.74,3.86,-4.56
148,1253,-136.6622,Crash,5.14,2.93,3.05,-4.64
149,1253,-131.05,Crash,4.86,1.47,1.38,-3.67
150,1253,794.1566,Success,6.14,2.9,2.88,-2.52
151,1253,807.8879,Success,5.29,3.35,3.51,-2.70
152,1253,-138.9069,Crash,4.53,3.91,2.92,-4.02
153,1253,-152.1738,Crash,6.41,2.89,5.09,-5.15
154,1254,826.9222,Success,3.99,2.33,2.45,-2.87
155,1254,-133.2948,Crash,4.88,2.16,2.45,-3.90
156,1254,825.014,Success,4.26,2.39,2.19,-3.27
157,1254,793.7845,Success,6.58,2.91,3.14,-1.37
158,1254,-140.4268,Crash,6.53,1.53,1.57,-4.24
159,1254,-144.0891,Crash,6.24,2.66,2.91,-3.67
160,1254,839.4598,Success,3.28,0.58,0.52,-0.96
161,1254,820.2897,Success,4.07,2.34,2.45,-1.87
162,1254,-131.2033,Crash,4.78,1.59,1.82,-4.60
163,1254,833.7336,Success,3.25,3.27,3.19,-0.61
164,1254,-185.2975,Crash,6.54,2.99,9.91,-5.46
165,1254,813.8603,Success,3.22,2.13,1.27,-1.90
166,1254,-133.9731,Crash,5.71,0.86,1.25,-4.06
167,1254,840.1592,Success,3.19,0.79,0.98,-2.79
168,1255,826.6823,Success,3.49,3.9,3.74,-2.75
169,1255,806.3089,Success,5.62,1.65,1.43,-2.58
170,1255,-141.4263,Crash,6.62,1.84,1.74,-4.38
171,1255,-145.6644,Crash,6.57,2.68,2.83,-4.39
172,1255,806.1211,Success,5.22,3.35,3.56,-2.93
173,1255,822.1818,Success,3.09,3.51,2.92,-1.16
174,1255,-215.518,Crash,6.09,3.19,12.43,-2.77
175,1255,839.5322,Success,3.04,0.85,0.71,-1.86
176,1255,831.9402,Success,3.71,1.64,1.81,-2.98
177,1255,836.9933,Success,3.5,0.44,0.40,-1.64
178,1255,824.4271,Success,3.49,0.9,0.67,-1.36
179,1255,-132.2953,Crash,4.4,3.23,3.26,-4.03
180,1256,-329.2358,OutOfBounds,6.14,3.17,20.07,-1.25
181,1256,-139.8301,Crash,6.0,1.95,1.71,-4.58
182,1256,-134.5005,Crash,4.45,3.61,3.84,-4.36
183,1256,809.9568,Success,4.94,3.14,3.02,-3.25
184,1256,815.2255,Success,5.26,1.3,1.00,-2.57
185,1256,-148.0573,Crash,6.41,3.22,3.57,-5.16
186,1256,814.5252,Success,3.29,2.89,3.65,-3.16
187,1256,805.4312,Success,5.51,2.91,3.10,-3.47
188,1256,807.2772,Success,4.94,2.72,2.58,-1.91
189,1256,825.2058,Success,4.63,0.28,0.33,-2.35
190,1256,804.9876,Success,5.31,2.21,2.69,-1.56
191,1257,-145.3416,Crash,6.2,2.56,3.09,-3.95
192,1257,833.4518,Success,3.67,1.25,1.32,-2.94
193,1257,829.3573,Success,3.69,2.06,2.04,-2.15
194,1257,-134.324,Crash,5.43,2.17,1.95,-3.87
195,1257,828.6188,Success,3.34,3.7,3.84,-1.07
196,1257,-139.3264,Crash,6.09,1.7,1.83,-5.35
197,1257,828.3015,Success,3.38,2.48,2.44,-2.89
198,1257,-133.3685,Crash,4.67,2.89,3.02,-3.86
199,1257,-141.5512,Crash,5.65,3.34,3.11,-4.07
200,1257,-130.4056,Crash,4.97,0.93,0.97,-4.64
201,1257,820.1665,Success,4.3,2.97,3.09,-1.72
202,1257,-141.0786,Crash,5.74,3.0,3.36,-5.36
203,1257,829.314,Success,3.88,0.93,1.17,-2.22
204,1257,-139.6532,Crash,5.73,2.82,2.58,-4.00
205,1257,838.5966,Success,3.13,1.8,1.69,-1.74
206,1258,794.7405,Success,5.49,2.7,3.64,-2.81
207,1258,815.4685,Success,2.88,1.85,2.58,-1.90
208,1258,795.8657,Success,5.63,3.29,2.71,-3.49
209,1258,812.0748,Success,5.29,2.78,2.71,-2.72
210,1258,831.5585,Success,3.63,2.92,2.91,-2.63
211,1258,820.4064,Success,4.1,3.26,3.46,-1.23
212,1258,835.2496,Success,3.05,1.55,1.30,-1.52
213,1258,820.2308,Success,3.63,2.27,1.89,-0.68
214,1258,-142.756,Crash,6.63,2.13,2.02,-3.66
215,1258,-171.1406,Crash,6.41,3.77,6.34,-4.63
216,1258,-133.0386,Crash,5.27,1.94,2.05,-4.47
217,1258,-132.1718,Crash,6.54,0.45,0.10,-4.43
218,1259,-131.7417,Crash,3.34,3.44,3.85,-3.38
219,1259,688.8374,Success,5.73,3.22,12.27,-1.36
220,1259,841.5809,Success,2.94,1.43,1.42,-2.43
221,1259,822.6653,Success,4.29,2.65,2.93,-2.69
222,1259,-181.854,Crash,6.23,2.14,9.65,-3.70
223,1259,808.832,Success,5.18,2.5,2.64,-3.45
224,1259,823.4492,Success,4.77,2.19,2.10,-3.38
225,1259,806.6384,Success,3.43,3.5,4.17,-2.79
226,1259,-146.8664,Crash,5.12,3.21,2.31,-4.19
227,1259,827.291,Success,4.04,1.9,1.63,-1.01
228,1260,837.0069,Success,2.79,3.17,2.89,-1.08
229,1260,838.178,Success,2.72,0.89,0.90,-1.33
230,1260,815.9718,Success,4.85,2.53,2.44,-2.26
231,1260,827.9647,Success,3.41,3.72,3.61,-1.23
232,1260,807.3491,Success,3.87,2.98,1.67,-0.68
233,1260,810.4047,Success,3.88,1.91,1.08,-2.32
234,1260,-175.7475,Crash,6.48,3.01,9.91,-2.49
235,1260,815.103,Success,4.38,3.84,3.56,-1.85
236,1260,-145.61,Crash,6.64,2.55,2.50,-4.16
237,1260,-128.61,Crash,4.06,2.31,2.43,-3.77
238,1261,-393.7067,OutOfBounds,3.43,2.68,21.59,-0.23
239,1261,823.2231,Success,4.82,0.77,0.78,-2.80
240,1261,824.1239,Success,4.4,1.87,1.93,-2.12
241,1261,-131.8055,Crash,4.81,1.89,1.77,-4.63
242,1261,821.2504,Success,2.82,1.84,2.23,-1.58
243,1261,819.2026,Success,3.61,2.91,3.57,-2.01
244,1261,-136.7613,Crash,5.21,2.45,2.50,-4.17
245,1261,819.2907,Success,4.62,2.31,2.19,-2.04
246,1261,787.9513,Success,5.83,2.28,3.15,-3.29
247,1261,-130.9211,Crash,4.57,2.04,2.11,-4.01
248,1261,808.5759,Success,4.38,3.24,2.99,-1.19
249,1261,846.5321,Success,2.7,0.2,0.24,-1.60
250,1262,819.8465,Success,3.22,0.84,1.31,-2.28
251,1262,-129.1646,Crash,4.79,1.02,3.28,-1.52
252,1262,-132.2661,Crash,5.11,1.44,1.84,-3.60
253,1262,835.7579,Success,3.41,2.8,2.89,-2.60
254,1262,-143.9949,Crash,6.62,2.67,2.68,-5.40
255,1262,821.9301,Success,3.93,2.51,2.40,-1.70
256,1262,814.8613,Success,4.05,1.33,2.24,-1.94
257,1262,798.1926,Success,2.94,2.76,3.05,-1.44
258,1262,-145.2442,Crash,6.35,2.88,2.45,-3.98
259,1262,787.2523,Success,5.57,2.11,3.35,-1.83
260,1263,-471.0816,OutOfBounds,2.71,1.96,26.38,-2.28
261,1263,826.9177,Success,4.52,0.91,0.84,-2.96
262,1263,824.5173,Success,3.49,3.23,3.05,-1.67
263,1263,822.015,Success,2.78,1.83,1.60,-1.87
264,1263,796.1437,Success,6.5,2.58,2.48,-2.91
265,1263,-135.8845,Crash,5.56,2.14,2.08,-3.58
266,1263,-142.0534,Crash,6.31,2.41,1.97,-5.36
267,1263,774.9158,Success,5.1,3.62,5.75,-2.95
268,1263,830.1494,Success,3.93,1.65,1.88,-3.17
269,1263,828.7386,Success,3.23,3.37,3.36,-0.98
270,1263,831.9405,Success,3.86,1.34,1.31,-2.57
271,1263,826.0086,Success,3.78,2.6,2.71,-2.24
272,1264,799.4348,Success,6.32,2.34,2.36,-2.32
273,1264,812.1319,Success,4.85,2.51,2.38,-1.93
274,1264,821.9516,Success,4.39,2.58,2.95,-2.94
275,1264,-355.4718,OutOfBounds,5.23,2.57,20.06,0.12
276,1264,804.2097,Success,6.22,2.25,2.27,-2.72
277,1264,812.5741,Success,3.97,2.21,2.19,-1.02
278,1264,811.8227,Success,5.32,2.99,3.01,-3.07
279,1264,-128.5903,Crash,5.5,1.29,0.29,-5.24
280,1264,-131.1578,Crash,4.52,2.94,2.61,-3.50
281,1264,803.2223,Success,5.38,2.24,2.57,-2.80
282,1264,842.5145,Success,2.74,2.14,2.35,-1.79
283,1265,811.7869,Success,5.09,2.75,2.58,-1.51
284,1265,729.7538,Success,3.98,2.51,5.78,-2.28
285,1265,-165.3883,Crash,5.27,2.43,9.53,-3.71
286,1265,-133.2012,Crash,5.11,1.66,1.80,-4.01
287,1265,-211.3471,MissedZone,4.92,3.66,15.85,-4.35
288,1265,841.9789,Success,2.78,2.61,2.66,-1.60
289,1265,840.6609,Success,2.93,2.51,2.42,-1.68
290,1265,-126.1596,Crash,3.45,1.59,2.01,-1.69
291,1266,832.2843,Success,3.03,3.1,2.88,-1.57
292,1266,-231.8461,Crash,4.84,1.89,13.21,-4.40
293,1266,834.1258,Success,3.24,3.19,3.25,-2.78
294,1266,802.4567,Success,4.03,1.56,2.69,-3.08
295,1266,-145.497,Crash,6.14,3.08,2.71,-4.98
296,1266,827.9949,Success,3.92,2.49,2.39,-2.15
297,1266,805.7523,Success,4.04,2.84,3.36,-2.78
298,1266,-143.227,Crash,6.45,2.39,2.43,-3.51
299,1266,832.339,Success,3.36,3.39,3.38,-2.42
300,1266,-127.7138,Crash,4.61,0.84,0.94,-4.20
301,1266,-133.5045,Crash,5.42,1.56,1.53,-3.54
302,1267,-134.7814,Crash,3.83,1.62,7.31,-2.07
303,1267,819.4267,Success,4.56,2.75,2.93,-2.64
304,1267,817.0433,Success,5.02,1.12,0.84,-3.21
305,1267,806.9669,Success,5.25,2.48,1.77,-2.19
306,1267,786.6755,Success,5.77,3.45,2.76,-2.38
307,1267,805.5341,Success,5.79,2.66,2.85,-2.87
308,1267,-142.8584,Crash,6.64,2.01,2.01,-5.85
309,1267,820.2016,Success,4.41,2.2,2.12,-1.77
310,1267,803.7083,Success,2.78,1.85,1.64,-2.53
311,1267,785.4971,Success,4.97,2.65,0.93,-2.88
312,1267,-142.1321,Crash,6.12,2.46,2.52,-5.80
313,1267,-130.9462,Crash,4.56,2.31,2.31,-3.94
314,1268,805.1187,Success,4.71,3.22,3.63,-2.37
315,1268,833.1823,Success,3.51,1.47,1.40,-2.43
316,1268,-143.87,Crash,6.27,2.58,2.48,-4.12
317,1268,792.6881,Success,4.91,2.96,2.92,-2.14
318,1268,-142.5951,Crash,5.87,2.87,2.78,-5.42
319,1268,-140.2103,Crash,3.88,2.35,5.84,-3.56
320,1268,-130.7648,Crash,2.84,2.17,5.73,-2.44
321,1268,826.6541,Success,4.28,1.02,0.99,-1.79
322,1268,-342.5216,OutOfBounds,3.4,1.16,21.52,-2.85
323,1269,815.119,Success,4.5,3.76,3.64,-1.91
324,1269,815.4843,Success,3.67,3.42,3.84,-0.98
325,1269,795.283,Success,6.3,3.39,3.02,-3.29
326,1269,818.3713,Success,4.16,3.07,2.95,-3.02
327,1269,826.5805,Success,3.83,2.11,2.21,-2.12
328,1269,807.6964,Success,5.42,1.93,1.59,-2.33
329,1269,819.1542,Success,4.63,3.14,2.99,-2.61
330,1269,838.1304,Success,2.91,3.1,3.12,-2.86
331,1269,838.7418,Success,2.96,2.34,2.34,-2.06
332,1269,-201.0262,MissedZone,3.67,3.03,15.58,-0.75
333,1269,-140.7192,Crash,5.68,3.19,2.96,-3.66
334,1269,800.3933,Success,5.76,2.25,2.65,-3.42
335,1270,828.8268,Success,3.85,2.02,2.00,-1.89
336,1270,818.7204,Success,4.83,3.19,3.26,-3.42
337,1270,827.2723,Success,3.46,3.36,3.28,-0.99
338,1270,836.455,Success,3.49,0.68,0.63,-1.78
339,1270,-150.9366,Crash,6.62,3.94,3.95,-3.66
340,1270,814.2492,Success,5.08,1.31,1.06,-2.14
341,1270,820.4336,Success,4.69,1.92,1.95,-3.24
342,1270,806.8091,Success,5.32,2.97,2.81,-2.69
343,1270,823.8865,Success,4.35,2.78,2.86,-2.94
344,1270,811.2697,Success,5.2,2.47,2.53,-3.26
345,1270,814.7757,Success,5.31,0.28,0.57,-2.40
346,1270,812.6328,Success,4.73,2.71,2.98,-1.84
347,1270,833.7518,Success,3.4,1.56,1.23,-1.97
348,1270,807.4867,Success,5.39,3.32,3.26,-3.06
349,1270,-143.1503,Crash,6.38,2.0,2.25,-4.87
350,1270,812.9918,Success,5.7,2.0,2.05,-2.79
351,1271,-131.4819,Crash,5.6,0.8,0.91,-3.97
352,1271,-146.5574,Crash,6.4,3.18,3.28,-4.24
353,1271,819.2592,Success,3.84,2.68,2.35,-2.59
354,1271,823.3476,Success,3.14,2.3,2.67,-0.38
355,1271,833.6849,Success,2.71,2.45,2.28,-1.28
356,1271,838.6952,Success,3.46,0.84,0.97,-2.51
357,1271,-134.498,Crash,5.29,1.29,1.41,-3.94
358,1271,839.9115,Success,3.22,1.09,1.02,-1.84
359,1271,822.9951,Success,4.59,1.8,1.76,-2.58
360,1271,828.9784,Success,3.57,2.44,2.21,-2.02
361,1271,-149.0836,Crash,5.61,3.6,2.36,-4.60
362,1271,818.0554,Success,4.21,2.8,2.98,-3.08
