Episode,Update,Return,Reason,StartAlt,StartDist,final_dist,final_vel
1,1201,823.7939,Success,3.97,3.07,2.99,-2.66
2,1201,-142.5582,Crash,5.46,3.54,3.56,-3.53
3,1201,-140.1458,Crash,5.77,1.99,2.22,-4.18
4,1201,825.0366,Success,4.01,2.99,3.05,-3.09
5,1201,-143.3294,Crash,6.21,2.64,2.43,-4.86
6,1201,-141.4461,Crash,6.13,1.93,2.14,-5.10
7,1201,819.5495,Success,4.67,1.65,1.76,-1.90
8,1201,815.7701,Success,4.85,3.51,3.62,-2.65
9,1201,833.0968,Success,3.38,1.85,1.89,-2.25
10,1201,-141.0524,Crash,6.6,1.2,1.47,-1.74
11,1201,825.3598,Success,4.43,1.43,1.35,-3.06
12,1201,800.1474,Success,5.28,2.64,2.81,-3.16
13,1201,828.639,Success,3.02,2.62,3.00,-2.62
14,1201,-131.9208,Crash,5.63,0.8,0.85,-3.91
15,1201,827.9263,Success,4.11,1.2,1.25,-2.33
16,1202,-135.2785,Crash,4.91,3.09,2.98,-3.50
17,1202,821.3585,Success,4.35,2.43,2.49,-2.84
18,1202,-131.7021,Crash,4.38,3.08,3.23,-3.89
19,1202,817.081,Success,4.51,3.31,3.25,-2.60
20,1202,836.3132,Success,3.15,1.77,1.75,-1.43
21,1202,824.7563,Success,4.25,2.37,2.27,-2.81
22,1202,-151.1807,Crash,6.14,3.95,3.41,-4.56
23,1202,-150.2096,Crash,6.0,2.62,2.39,-5.87
24,1202,832.8305,Success,3.57,1.77,1.78,-1.75
25,1202,803.7793,Success,5.32,3.03,2.50,-2.45
26,1202,807.41,Success,5.54,2.91,2.47,-3.17
27,1202,-124.4482,Crash,3.61,2.73,2.74,-4.01
28,1202,832.8522,Success,3.44,0.55,0.88,-3.18
29,1202,820.869,Success,4.53,1.33,1.11,-2.62
30,1202,-137.5316,Crash,5.57,1.56,1.78,-3.83
31,1203,817.2342,Success,3.31,1.54,1.78,-1.25
32,1203,830.9669,Success,3.34,2.82,2.96,-1.10
33,1203,819.477,Success,4.39,2.05,2.06,-2.86
34,1203,834.2835,Success,2.98,2.65,2.50,-2.27
35,1203,-140.7538,Crash,5.55,3.58,3.19,-3.94
36,1203,-134.0888,Crash,4.72,2.55,2.51,-3.67
37,1203,837.1271,Success,2.78,3.98,3.88,-1.07
38,1203,827.6714,Success,4.27,1.32,1.26,-3.05
39,1203,-138.0101,Crash,6.27,0.94,1.32,-4.55
40,1203,815.9773,Success,3.5,2.18,2.29,-1.85
41,1203,825.5561,Success,4.34,2.08,2.02,-3.39
42,1203,-134.4966,Crash,5.18,1.53,1.49,-4.06
43,1203,832.6113,Success,3.45,3.09,3.09,-3.12
44,1203,824.8557,Success,4.25,2.22,2.28,-2.53
45,1203,-139.929,Crash,5.57,2.99,2.89,-5.17
46,1203,839.6704,Success,2.97,2.55,2.58,-1.86
47,1204,814.9529,Success,4.97,1.38,1.43,-1.23
